1,1,0.0055248618784530384,RandomParty@0,(Offer  bid:Bid[Pie: a199, ])
1,2,0.0055248618784530384,RandomParty2@1,(Offer  bid:Bid[Pie: a717, ])
1,3,0.0055248618784530384,Group1@2,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: 30 days after delivery, Returns: Full price, ])
2,1,0.011049723756906077,RandomParty@0,(Offer  bid:Bid[Pie: a879, ])
2,2,0.011049723756906077,RandomParty2@1,(Offer  bid:Bid[Pie: a137, ])
2,3,0.011049723756906077,Group1@2,(Offer  bid:Bid[Price: $3.71, Delivery: 60 days, Payment: Upon delivery, Returns: Full price, ])
3,1,0.016574585635359115,RandomParty@0,(Offer  bid:Bid[Pie: a759, ])
3,2,0.016574585635359115,RandomParty2@1,(Offer  bid:Bid[Pie: a488, ])
3,3,0.016574585635359115,Group1@2,(Offer  bid:Bid[Price: $3.47, Delivery: 60 days, Payment: 30 days after delivery, Returns: Full price, ])
4,1,0.022099447513812154,RandomParty@0,(Offer  bid:Bid[Pie: a857, ])
4,2,0.022099447513812154,RandomParty2@1,(Offer  bid:Bid[Pie: a563, ])
4,3,0.022099447513812154,Group1@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
5,1,0.027624309392265192,RandomParty@0,(Offer  bid:Bid[Pie: a703, ])
5,2,0.027624309392265192,RandomParty2@1,(Offer  bid:Bid[Pie: a607, ])
5,3,0.027624309392265192,Group1@2,(Offer  bid:Bid[Price: $3.47, Delivery: 60 days, Payment: Upon delivery, Returns: 5% spoilage allowed, ])
6,1,0.03314917127071823,RandomParty@0,(Offer  bid:Bid[Pie: a889, ])
6,2,0.03314917127071823,RandomParty2@1,(Offer  bid:Bid[Pie: a325, ])
6,3,0.03314917127071823,Group1@2,(Offer  bid:Bid[Price: $3.71, Delivery: 45 days, Payment: Upon delivery, Returns: 5% spoilage allowed, ])
7,1,0.03867403314917127,RandomParty@0,(Offer  bid:Bid[Pie: a423, ])
7,2,0.03867403314917127,RandomParty2@1,(Offer  bid:Bid[Pie: a512, ])
7,3,0.03867403314917127,Group1@2,(Offer  bid:Bid[Price: $3.71, Delivery: 60 days, Payment: 30 days after delivery, Returns: Full price, ])
8,1,0.04419889502762431,RandomParty@0,(Offer  bid:Bid[Pie: a583, ])
8,2,0.04419889502762431,RandomParty2@1,(Offer  bid:Bid[Pie: a664, ])
8,3,0.04419889502762431,Group1@2,(Offer  bid:Bid[Price: $3.71, Delivery: 30 days, Payment: Upon delivery, Returns: 10% spoilage allowed, ])
9,1,0.049723756906077346,RandomParty@0,(Offer  bid:Bid[Pie: a243, ])
9,2,0.049723756906077346,RandomParty2@1,(Offer  bid:Bid[Pie: a99, ])
9,3,0.049723756906077346,Group1@2,(Offer  bid:Bid[Price: $4.12, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
10,1,0.055248618784530384,RandomParty@0,(Offer  bid:Bid[Pie: a755, ])
10,2,0.055248618784530384,RandomParty2@1,(Offer  bid:Bid[Pie: a3, ])
10,3,0.055248618784530384,Group1@2,(Offer  bid:Bid[Price: $4.12, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
